"season","team","conference","statName","statValue"
2024,"San José State","Mountain West","games",13
2024,"San José State","Mountain West","interceptions",16
2024,"San José State","Mountain West","interceptionsOpponent",21
2024,"San José State","Mountain West","interceptionTDs",2
2024,"San José State","Mountain West","interceptionTDsOpponent",1
2024,"San José State","Mountain West","interceptionYards",145
2024,"San José State","Mountain West","interceptionYardsOpponent",342
2024,"San José State","Mountain West","kickReturns",23
2024,"San José State","Mountain West","kickReturnsOpponent",32
2024,"San José State","Mountain West","kickReturnTDs",0
2024,"San José State","Mountain West","kickReturnTDsOpponent",1
2024,"San José State","Mountain West","kickReturnYards",389
2024,"San José State","Mountain West","kickReturnYardsOpponent",668
2024,"San José State","Mountain West","netPassingYards",4183
2024,"San José State","Mountain West","netPassingYardsOpponent",3027
2024,"San José State","Mountain West","passAttempts",550
2024,"San José State","Mountain West","passAttemptsOpponent",435
2024,"San José State","Mountain West","passCompletions",316
2024,"San José State","Mountain West","passCompletionsOpponent",268
2024,"San José State","Mountain West","passesIntercepted",21
2024,"San José State","Mountain West","passesInterceptedOpponent",16
2024,"San José State","Mountain West","passingTDs",31
2024,"San José State","Mountain West","passingTDsOpponent",16
2024,"San José State","Mountain West","penalties",91
2024,"San José State","Mountain West","penaltiesOpponent",106
2024,"San José State","Mountain West","penaltyYards",799
2024,"San José State","Mountain West","penaltyYardsOpponent",992
2024,"San José State","Mountain West","possessionTime",20570
2024,"San José State","Mountain West","possessionTimeOpponent",26246
2024,"San José State","Mountain West","puntReturns",8
2024,"San José State","Mountain West","puntReturnsOpponent",15
2024,"San José State","Mountain West","puntReturnTDs",0
2024,"San José State","Mountain West","puntReturnTDsOpponent",0
2024,"San José State","Mountain West","puntReturnYards",52
2024,"San José State","Mountain West","puntReturnYardsOpponent",110
2024,"San José State","Mountain West","rushingAttempts",320
2024,"San José State","Mountain West","rushingAttemptsOpponent",538
2024,"San José State","Mountain West","rushingTDs",13
2024,"San José State","Mountain West","rushingTDsOpponent",25
2024,"San José State","Mountain West","rushingYards",1143
2024,"San José State","Mountain West","rushingYardsOpponent",1975
2024,"San José State","Mountain West","sacks",25
2024,"San José State","Mountain West","sacksOpponent",11
2024,"San José State","Mountain West","tacklesForLoss",93
2024,"San José State","Mountain West","tacklesForLossOpponent",59
2024,"San José State","Mountain West","thirdDownConversions",67
2024,"San José State","Mountain West","thirdDownConversionsOpponent",97
2024,"San José State","Mountain West","thirdDowns",168
2024,"San José State","Mountain West","thirdDownsOpponent",211
2024,"San José State","Mountain West","totalYards",5326
2024,"San José State","Mountain West","totalYardsOpponent",5002
2024,"San José State","Mountain West","turnovers",29
2024,"San José State","Mountain West","turnoversOpponent",28
2024,"SMU","ACC","firstDowns",317
2024,"SMU","ACC","firstDownsOpponent",255
2024,"SMU","ACC","fourthDownConversions",10
2024,"SMU","ACC","fourthDownConversionsOpponent",18
2024,"SMU","ACC","fourthDowns",20
2024,"SMU","ACC","fourthDownsOpponent",42
2024,"SMU","ACC","fumblesLost",12
2024,"SMU","ACC","fumblesLostOpponent",6
2024,"SMU","ACC","fumblesRecovered",6
2024,"SMU","ACC","fumblesRecoveredOpponent",11
2024,"SMU","ACC","games",14
2024,"SMU","ACC","interceptions",12
2024,"SMU","ACC","interceptionsOpponent",16
2024,"SMU","ACC","interceptionTDs",2
2024,"SMU","ACC","interceptionTDsOpponent",2
2024,"SMU","ACC","interceptionYards",307
2024,"SMU","ACC","interceptionYardsOpponent",131
2024,"SMU","ACC","kickReturns",23
2024,"SMU","ACC","kickReturnsOpponent",36
2024,"SMU","ACC","kickReturnTDs",0
2024,"SMU","ACC","kickReturnTDsOpponent",0
2024,"SMU","ACC","kickReturnYards",477
2024,"SMU","ACC","kickReturnYardsOpponent",589
2024,"SMU","ACC","netPassingYards",3681
2024,"SMU","ACC","netPassingYardsOpponent",3161
2024,"SMU","ACC","passAttempts",437
2024,"SMU","ACC","passAttemptsOpponent",494
2024,"SMU","ACC","passCompletions",279
2024,"SMU","ACC","passCompletionsOpponent",278
2024,"SMU","ACC","passesIntercepted",16
2024,"SMU","ACC","passesInterceptedOpponent",12
2024,"SMU","ACC","passingTDs",28
2024,"SMU","ACC","passingTDsOpponent",24
2024,"SMU","ACC","penalties",114
2024,"SMU","ACC","penaltiesOpponent",92
2024,"SMU","ACC","penaltyYards",1088
2024,"SMU","ACC","penaltyYardsOpponent",817
2024,"SMU","ACC","possessionTime",23909
2024,"SMU","ACC","possessionTimeOpponent",26472
2024,"SMU","ACC","puntReturns",26
2024,"SMU","ACC","puntReturnsOpponent",15
2024,"SMU","ACC","puntReturnTDs",1
2024,"SMU","ACC","puntReturnTDsOpponent",0
2024,"SMU","ACC","puntReturnYards",239
2024,"SMU","ACC","puntReturnYardsOpponent",165
2024,"SMU","ACC","rushingAttempts",536
2024,"SMU","ACC","rushingAttemptsOpponent",482
2024,"SMU","ACC","rushingTDs",29
2024,"SMU","ACC","rushingTDsOpponent",13
2024,"SMU","ACC","rushingYards",2365
2024,"SMU","ACC","rushingYardsOpponent",1412
2024,"SMU","ACC","sacks",43
2024,"SMU","ACC","sacksOpponent",18
2024,"SMU","ACC","tacklesForLoss",95
2024,"SMU","ACC","tacklesForLossOpponent",71
2024,"SMU","ACC","thirdDownConversions",81
2024,"SMU","ACC","thirdDownConversionsOpponent",68
2024,"SMU","ACC","thirdDowns",183
2024,"SMU","ACC","thirdDownsOpponent",205
2024,"SMU","ACC","totalYards",6046
2024,"SMU","ACC","totalYardsOpponent",4573
2024,"SMU","ACC","turnovers",24
2024,"SMU","ACC","turnoversOpponent",22
2024,"South Alabama","Sun Belt","firstDowns",280
2024,"South Alabama","Sun Belt","firstDownsOpponent",274
2024,"South Alabama","Sun Belt","fourthDownConversions",13
2024,"South Alabama","Sun Belt","fourthDownConversionsOpponent",13
2024,"South Alabama","Sun Belt","fourthDowns",19
2024,"South Alabama","Sun Belt","fourthDownsOpponent",24
2024,"South Alabama","Sun Belt","fumblesLost",6
2024,"South Alabama","Sun Belt","fumblesLostOpponent",4
2024,"South Alabama","Sun Belt","fumblesRecovered",4
2024,"South Alabama","Sun Belt","fumblesRecoveredOpponent",8
2024,"South Alabama","Sun Belt","games",13
2024,"South Alabama","Sun Belt","interceptions",6
2024,"South Alabama","Sun Belt","interceptionsOpponent",16
2024,"South Alabama","Sun Belt","interceptionTDs",3
2024,"South Alabama","Sun Belt","interceptionTDsOpponent",1
2024,"South Alabama","Sun Belt","interceptionYards",367
2024,"South Alabama","Sun Belt","interceptionYardsOpponent",91
2024,"South Alabama","Sun Belt","kickReturns",16
2024,"South Alabama","Sun Belt","kickReturnsOpponent",45
2024,"South Alabama","Sun Belt","kickReturnTDs",0
2024,"South Alabama","Sun Belt","kickReturnTDsOpponent",0
2024,"South Alabama","Sun Belt","kickReturnYards",246
2024,"South Alabama","Sun Belt","kickReturnYardsOpponent",900
2024,"South Alabama","Sun Belt","netPassingYards",3161
2024,"South Alabama","Sun Belt","netPassingYardsOpponent",3235
2024,"South Alabama","Sun Belt","passAttempts",390
2024,"South Alabama","Sun Belt","passAttemptsOpponent",430
2024,"South Alabama","Sun Belt","passCompletions",253
2024,"South Alabama","Sun Belt","passCompletionsOpponent",278
2024,"South Alabama","Sun Belt","passesIntercepted",16
2024,"South Alabama","Sun Belt","passesInterceptedOpponent",6
2024,"South Alabama","Sun Belt","passingTDs",21
2024,"South Alabama","Sun Belt","passingTDsOpponent",18
2024,"South Alabama","Sun Belt","penalties",106
2024,"South Alabama","Sun Belt","penaltiesOpponent",69
2024,"South Alabama","Sun Belt","penaltyYards",922
2024,"South Alabama","Sun Belt","penaltyYardsOpponent",629
2024,"South Alabama","Sun Belt","possessionTime",22951
2024,"South Alabama","Sun Belt","possessionTimeOpponent",23849
2024,"South Alabama","Sun Belt","puntReturns",13
2024,"South Alabama","Sun Belt","puntReturnsOpponent",17
2024,"South Alabama","Sun Belt","puntReturnTDs",1
2024,"South Alabama","Sun Belt","puntReturnTDsOpponent",1
2024,"South Alabama","Sun Belt","puntReturnYards",203
2024,"South Alabama","Sun Belt","puntReturnYardsOpponent",108
2024,"South Alabama","Sun Belt","rushingAttempts",445
2024,"South Alabama","Sun Belt","rushingAttemptsOpponent",454
2024,"South Alabama","Sun Belt","rushingTDs",32
2024,"South Alabama","Sun Belt","rushingTDsOpponent",19
2024,"South Alabama","Sun Belt","rushingYards",2587
2024,"South Alabama","Sun Belt","rushingYardsOpponent",1877
2024,"South Alabama","Sun Belt","sacks",21
2024,"South Alabama","Sun Belt","sacksOpponent",16
2024,"South Alabama","Sun Belt","tacklesForLoss",73
2024,"South Alabama","Sun Belt","tacklesForLossOpponent",71
2024,"South Alabama","Sun Belt","thirdDownConversions",60
2024,"South Alabama","Sun Belt","thirdDownConversionsOpponent",71
2024,"South Alabama","Sun Belt","thirdDowns",154
2024,"South Alabama","Sun Belt","thirdDownsOpponent",186
2024,"South Alabama","Sun Belt","totalYards",5748
2024,"South Alabama","Sun Belt","totalYardsOpponent",5112
2024,"South Alabama","Sun Belt","turnovers",12
2024,"South Alabama","Sun Belt","turnoversOpponent",20
2024,"South Carolina","SEC","firstDowns",280
2024,"South Carolina","SEC","firstDownsOpponent",235
2024,"South Carolina","SEC","fourthDownConversions",12
2024,"South Carolina","SEC","fourthDownConversionsOpponent",7
2024,"South Carolina","SEC","fourthDowns",25
2024,"South Carolina","SEC","fourthDownsOpponent",23
2024,"South Carolina","SEC","fumblesLost",14
2024,"South Carolina","SEC","fumblesLostOpponent",10
2024,"South Carolina","SEC","fumblesRecovered",10
2024,"South Carolina","SEC","fumblesRecoveredOpponent",14
2024,"South Carolina","SEC","games",13
2024,"South Carolina","SEC","interceptions",7
2024,"South Carolina","SEC","interceptionsOpponent",14
2024,"South Carolina","SEC","interceptionTDs",2
2024,"South Carolina","SEC","interceptionTDsOpponent",0
2024,"South Carolina","SEC","interceptionYards",173
2024,"South Carolina","SEC","interceptionYardsOpponent",73
2024,"South Carolina","SEC","kickReturns",17
2024,"South Carolina","SEC","kickReturnsOpponent",25
2024,"South Carolina","SEC","kickReturnTDs",0
2024,"South Carolina","SEC","kickReturnTDsOpponent",0
2024,"South Carolina","SEC","kickReturnYards",308
2024,"South Carolina","SEC","kickReturnYardsOpponent",400
2024,"South Carolina","SEC","netPassingYards",2897
2024,"South Carolina","SEC","netPassingYardsOpponent",2657
2024,"South Carolina","SEC","passAttempts",342
2024,"South Carolina","SEC","passAttemptsOpponent",396
2024,"South Carolina","SEC","passCompletions",225
2024,"South Carolina","SEC","passCompletionsOpponent",229
2024,"South Carolina","SEC","passesIntercepted",14
2024,"South Carolina","SEC","passesInterceptedOpponent",7
2024,"South Carolina","SEC","passingTDs",21
2024,"South Carolina","SEC","passingTDsOpponent",10
2024,"South Carolina","SEC","penalties",87
2024,"South Carolina","SEC","penaltiesOpponent",77
2024,"South Carolina","SEC","penaltyYards",754
2024,"South Carolina","SEC","penaltyYardsOpponent",644
2024,"South Carolina","SEC","possessionTime",24296
2024,"South Carolina","SEC","possessionTimeOpponent",22504
2024,"South Carolina","SEC","puntReturns",19
2024,"South Carolina","SEC","puntReturnsOpponent",18
2024,"South Carolina","SEC","puntReturnTDs",0
2024,"South Carolina","SEC","puntReturnTDsOpponent",0
2024,"South Carolina","SEC","puntReturnYards",125
2024,"South Carolina","SEC","puntReturnYardsOpponent",72
2024,"South Carolina","SEC","rushingAttempts",547
2024,"South Carolina","SEC","rushingAttemptsOpponent",451
2024,"South Carolina","SEC","rushingTDs",26
2024,"South Carolina","SEC","rushingTDsOpponent",18
2024,"South Carolina","SEC","rushingYards",2407
2024,"South Carolina","SEC","rushingYardsOpponent",1465
2024,"South Carolina","SEC","sacks",41
2024,"South Carolina","SEC","sacksOpponent",40
2024,"South Carolina","SEC","tacklesForLoss",87
2024,"South Carolina","SEC","tacklesForLossOpponent",95
2024,"South Carolina","SEC","thirdDownConversions",77
2024,"South Carolina","SEC","thirdDownConversionsOpponent",63
2024,"South Carolina","SEC","thirdDowns",179
2024,"South Carolina","SEC","thirdDownsOpponent",178
2024,"South Carolina","SEC","totalYards",5304
2024,"South Carolina","SEC","totalYardsOpponent",4122
2024,"South Carolina","SEC","turnovers",21
2024,"South Carolina","SEC","turnoversOpponent",24
2024,"Southern Miss","Sun Belt","firstDowns",186
2024,"Southern Miss","Sun Belt","firstDownsOpponent",261
2024,"Southern Miss","Sun Belt","fourthDownConversions",12
2024,"Southern Miss","Sun Belt","fourthDownConversionsOpponent",13
2024,"Southern Miss","Sun Belt","fourthDowns",27
2024,"Southern Miss","Sun Belt","fourthDownsOpponent",18
2024,"Southern Miss","Sun Belt","fumblesLost",12
2024,"Southern Miss","Sun Belt","fumblesLostOpponent",4
2024,"Southern Miss","Sun Belt","fumblesRecovered",4
2024,"Southern Miss","Sun Belt","fumblesRecoveredOpponent",12
2024,"Southern Miss","Sun Belt","games",12
2024,"Southern Miss","Sun Belt","interceptions",17
2024,"Southern Miss","Sun Belt","interceptionsOpponent",6
2024,"Southern Miss","Sun Belt","interceptionTDs",1
2024,"Southern Miss","Sun Belt","interceptionTDsOpponent",2
2024,"Southern Miss","Sun Belt","interceptionYards",115
2024,"Southern Miss","Sun Belt","interceptionYardsOpponent",199
2024,"Southern Miss","Sun Belt","kickReturns",22
2024,"Southern Miss","Sun Belt","kickReturnsOpponent",17
2024,"Southern Miss","Sun Belt","kickReturnTDs",0
2024,"Southern Miss","Sun Belt","kickReturnTDsOpponent",1
2024,"Southern Miss","Sun Belt","kickReturnYards",414
2024,"Southern Miss","Sun Belt","kickReturnYardsOpponent",387
2024,"Southern Miss","Sun Belt","netPassingYards",2099
2024,"Southern Miss","Sun Belt","netPassingYardsOpponent",2598
2024,"Southern Miss","Sun Belt","passAttempts",318
2024,"Southern Miss","Sun Belt","passAttemptsOpponent",321
2024,"Southern Miss","Sun Belt","passCompletions",166
2024,"Southern Miss","Sun Belt","passCompletionsOpponent",209
2024,"Southern Miss","Sun Belt","passesIntercepted",6
2024,"Southern Miss","Sun Belt","passesInterceptedOpponent",17
2024,"Southern Miss","Sun Belt","passingTDs",7
2024,"Southern Miss","Sun Belt","passingTDsOpponent",24
2024,"Southern Miss","Sun Belt","penalties",72
2024,"Southern Miss","Sun Belt","penaltiesOpponent",74
2024,"Southern Miss","Sun Belt","penaltyYards",579
2024,"Southern Miss","Sun Belt","penaltyYardsOpponent",659
2024,"Southern Miss","Sun Belt","possessionTime",19712
2024,"Southern Miss","Sun Belt","possessionTimeOpponent",21992
2024,"Southern Miss","Sun Belt","puntReturns",11
2024,"Southern Miss","Sun Belt","puntReturnsOpponent",25
2024,"Southern Miss","Sun Belt","puntReturnTDs",1
2024,"Southern Miss","Sun Belt","puntReturnTDsOpponent",0
2024,"Southern Miss","Sun Belt","puntReturnYards",39
2024,"Southern Miss","Sun Belt","puntReturnYardsOpponent",132
2024,"Southern Miss","Sun Belt","rushingAttempts",410
2024,"Southern Miss","Sun Belt","rushingAttemptsOpponent",470
2024,"Southern Miss","Sun Belt","rushingTDs",13
2024,"Southern Miss","Sun Belt","rushingTDsOpponent",31
2024,"Southern Miss","Sun Belt","rushingYards",1308
2024,"Southern Miss","Sun Belt","rushingYardsOpponent",2811
2024,"Southern Miss","Sun Belt","sacks",20
2024,"Southern Miss","Sun Belt","sacksOpponent",45
2024,"Southern Miss","Sun Belt","tacklesForLoss",65
2024,"Southern Miss","Sun Belt","tacklesForLossOpponent",112
2024,"Southern Miss","Sun Belt","thirdDownConversions",39
2024,"Southern Miss","Sun Belt","thirdDownConversionsOpponent",66
2024,"Southern Miss","Sun Belt","thirdDowns",155
2024,"Southern Miss","Sun Belt","thirdDownsOpponent",159
2024,"Southern Miss","Sun Belt","totalYards",3407
2024,"Southern Miss","Sun Belt","totalYardsOpponent",5409
2024,"Southern Miss","Sun Belt","turnovers",29
2024,"Southern Miss","Sun Belt","turnoversOpponent",10
2024,"South Florida","American Athletic","firstDowns",265
2024,"South Florida","American Athletic","firstDownsOpponent",294
2024,"South Florida","American Athletic","fourthDownConversions",15
2024,"South Florida","American Athletic","fourthDownConversionsOpponent",15
2024,"South Florida","American Athletic","fourthDowns",27
2024,"South Florida","American Athletic","fourthDownsOpponent",30
2024,"South Florida","American Athletic","fumblesLost",8
2024,"South Florida","American Athletic","fumblesLostOpponent",14
2024,"South Florida","American Athletic","fumblesRecovered",14
2024,"South Florida","American Athletic","fumblesRecoveredOpponent",8
2024,"South Florida","American Athletic","games",13
2024,"South Florida","American Athletic","interceptions",10
2024,"South Florida","American Athletic","interceptionsOpponent",12
2024,"South Florida","American Athletic","interceptionTDs",1
2024,"South Florida","American Athletic","interceptionTDsOpponent",0
2024,"South Florida","American Athletic","interceptionYards",161
2024,"South Florida","American Athletic","interceptionYardsOpponent",142
2024,"South Florida","American Athletic","kickReturns",20
2024,"South Florida","American Athletic","kickReturnsOpponent",31
2024,"South Florida","American Athletic","kickReturnTDs",1
2024,"South Florida","American Athletic","kickReturnTDsOpponent",0
2024,"South Florida","American Athletic","kickReturnYards",445
2024,"South Florida","American Athletic","kickReturnYardsOpponent",735
2024,"South Florida","American Athletic","netPassingYards",2957
2024,"South Florida","American Athletic","netPassingYardsOpponent",3624
2024,"South Florida","American Athletic","passAttempts",443
2024,"South Florida","American Athletic","passAttemptsOpponent",471
2024,"South Florida","American Athletic","passCompletions",262
2024,"South Florida","American Athletic","passCompletionsOpponent",277
2024,"South Florida","American Athletic","passesIntercepted",13
2024,"South Florida","American Athletic","passesInterceptedOpponent",10
2024,"South Florida","American Athletic","passingTDs",16
2024,"South Florida","American Athletic","passingTDsOpponent",23
2024,"South Florida","American Athletic","penalties",105
2024,"South Florida","American Athletic","penaltiesOpponent",110
2024,"South Florida","American Athletic","penaltyYards",922
2024,"South Florida","American Athletic","penaltyYardsOpponent",951
2024,"South Florida","American Athletic","possessionTime",19655
2024,"South Florida","American Athletic","possessionTimeOpponent",27145
2024,"South Florida","American Athletic","puntReturns",28
2024,"South Florida","American Athletic","puntReturnsOpponent",13
2024,"South Florida","American Athletic","puntReturnTDs",0
2024,"South Florida","American Athletic","puntReturnTDsOpponent",0
2024,"South Florida","American Athletic","puntReturnYards",300
2024,"South Florida","American Athletic","puntReturnYardsOpponent",58
2024,"South Florida","American Athletic","rushingAttempts",492
2024,"South Florida","American Athletic","rushingAttemptsOpponent",504
2024,"South Florida","American Athletic","rushingTDs",34
2024,"South Florida","American Athletic","rushingTDsOpponent",25
2024,"South Florida","American Athletic","rushingYards",2351
2024,"South Florida","American Athletic","rushingYardsOpponent",2072
2024,"South Florida","American Athletic","sacks",32
2024,"South Florida","American Athletic","sacksOpponent",36
2024,"South Florida","American Athletic","tacklesForLoss",105
2024,"South Florida","American Athletic","tacklesForLossOpponent",74
2024,"South Florida","American Athletic","thirdDownConversions",77
2024,"South Florida","American Athletic","thirdDownConversionsOpponent",67
2024,"South Florida","American Athletic","thirdDowns",198
2024,"South Florida","American Athletic","thirdDownsOpponent",197
2024,"South Florida","American Athletic","totalYards",5308
2024,"South Florida","American Athletic","totalYardsOpponent",5696
2024,"South Florida","American Athletic","turnovers",18
2024,"South Florida","American Athletic","turnoversOpponent",26
2024,"Stanford","ACC","firstDowns",222
2024,"Stanford","ACC","firstDownsOpponent",254
2024,"Stanford","ACC","fourthDownConversions",23
2024,"Stanford","ACC","fourthDownConversionsOpponent",9
2024,"Stanford","ACC","fourthDowns",41
2024,"Stanford","ACC","fourthDownsOpponent",16
2024,"Stanford","ACC","fumblesLost",5
2024,"Stanford","ACC","fumblesLostOpponent",8
2024,"Stanford","ACC","fumblesRecovered",7
2024,"Stanford","ACC","fumblesRecoveredOpponent",5
2024,"Stanford","ACC","games",12
2024,"Stanford","ACC","interceptions",17
2024,"Stanford","ACC","interceptionsOpponent",9
2024,"Stanford","ACC","interceptionTDs",1
2024,"Stanford","ACC","interceptionTDsOpponent",0
2024,"Stanford","ACC","interceptionYards",168
2024,"Stanford","ACC","interceptionYardsOpponent",64
2024,"Stanford","ACC","kickReturns",15
2024,"Stanford","ACC","kickReturnsOpponent",30
2024,"Stanford","ACC","kickReturnTDs",0
2024,"Stanford","ACC","kickReturnTDsOpponent",0
2024,"Stanford","ACC","kickReturnYards",245
2024,"Stanford","ACC","kickReturnYardsOpponent",666
2024,"Stanford","ACC","netPassingYards",2295
2024,"Stanford","ACC","netPassingYardsOpponent",3367
2024,"Stanford","ACC","passAttempts",370
2024,"Stanford","ACC","passAttemptsOpponent",397
2024,"Stanford","ACC","passCompletions",224
2024,"Stanford","ACC","passCompletionsOpponent",263
2024,"Stanford","ACC","passesIntercepted",9
2024,"Stanford","ACC","passesInterceptedOpponent",17
2024,"Stanford","ACC","passingTDs",18
2024,"Stanford","ACC","passingTDsOpponent",31
2024,"Stanford","ACC","penalties",65
2024,"Stanford","ACC","penaltiesOpponent",81
2024,"Stanford","ACC","penaltyYards",588
2024,"Stanford","ACC","penaltyYardsOpponent",742
2024,"Stanford","ACC","possessionTime",22812
2024,"Stanford","ACC","possessionTimeOpponent",20388
2024,"Stanford","ACC","puntReturns",15
2024,"Stanford","ACC","puntReturnsOpponent",17
2024,"Stanford","ACC","puntReturnTDs",1
2024,"Stanford","ACC","puntReturnTDsOpponent",0
2024,"Stanford","ACC","puntReturnYards",166
2024,"Stanford","ACC","puntReturnYardsOpponent",159
2024,"Stanford","ACC","rushingAttempts",435
2024,"Stanford","ACC","rushingAttemptsOpponent",369
2024,"Stanford","ACC","rushingTDs",11
2024,"Stanford","ACC","rushingTDsOpponent",21
2024,"Stanford","ACC","rushingYards",1606
2024,"Stanford","ACC","rushingYardsOpponent",1606
2024,"Stanford","ACC","sacks",25
2024,"Stanford","ACC","sacksOpponent",39
2024,"Stanford","ACC","tacklesForLoss",63
2024,"Stanford","ACC","tacklesForLossOpponent",104
2024,"Stanford","ACC","thirdDownConversions",56
2024,"Stanford","ACC","thirdDownConversionsOpponent",67
2024,"Stanford","ACC","thirdDowns",162
2024,"Stanford","ACC","thirdDownsOpponent",147
2024,"Stanford","ACC","totalYards",3901
2024,"Stanford","ACC","totalYardsOpponent",4973
2024,"Stanford","ACC","turnovers",22
2024,"Stanford","ACC","turnoversOpponent",17
2024,"Syracuse","ACC","firstDowns",338
2024,"Syracuse","ACC","firstDownsOpponent",254
2024,"Syracuse","ACC","fourthDownConversions",20
2024,"Syracuse","ACC","fourthDownConversionsOpponent",10
2024,"Syracuse","ACC","fourthDowns",30
2024,"Syracuse","ACC","fourthDownsOpponent",15
2024,"Syracuse","ACC","fumblesLost",3
2024,"Syracuse","ACC","fumblesLostOpponent",5
2024,"Syracuse","ACC","fumblesRecovered",5
2024,"Syracuse","ACC","fumblesRecoveredOpponent",3
2024,"Syracuse","ACC","games",13
2024,"Syracuse","ACC","interceptions",12
2024,"Syracuse","ACC","interceptionsOpponent",11
2024,"Syracuse","ACC","interceptionTDs",1
2024,"Syracuse","ACC","interceptionTDsOpponent",4
2024,"Syracuse","ACC","interceptionYards",102
2024,"Syracuse","ACC","interceptionYardsOpponent",218
2024,"Syracuse","ACC","kickReturns",20
2024,"Syracuse","ACC","kickReturnsOpponent",17
2024,"Syracuse","ACC","kickReturnTDs",0
2024,"Syracuse","ACC","kickReturnTDsOpponent",0
2024,"Syracuse","ACC","kickReturnYards",402
2024,"Syracuse","ACC","kickReturnYardsOpponent",342
2024,"Syracuse","ACC","netPassingYards",4810
2024,"Syracuse","ACC","netPassingYardsOpponent",2955
2024,"Syracuse","ACC","passAttempts",598
2024,"Syracuse","ACC","passAttemptsOpponent",404
2024,"Syracuse","ACC","passCompletions",393
2024,"Syracuse","ACC","passCompletionsOpponent",267
2024,"Syracuse","ACC","passesIntercepted",11
2024,"Syracuse","ACC","passesInterceptedOpponent",12
2024,"Syracuse","ACC","passingTDs",34
2024,"Syracuse","ACC","passingTDsOpponent",22
2024,"Syracuse","ACC","penalties",92
2024,"Syracuse","ACC","penaltiesOpponent",66
2024,"Syracuse","ACC","penaltyYards",769
2024,"Syracuse","ACC","penaltyYardsOpponent",593
2024,"Syracuse","ACC","possessionTime",25793
2024,"Syracuse","ACC","possessionTimeOpponent",21007
2024,"Syracuse","ACC","puntReturns",16
2024,"Syracuse","ACC","puntReturnsOpponent",19
2024,"Syracuse","ACC","puntReturnTDs",0
2024,"Syracuse","ACC","puntReturnTDsOpponent",2
2024,"Syracuse","ACC","puntReturnYards",166
2024,"Syracuse","ACC","puntReturnYardsOpponent",143
2024,"Syracuse","ACC","rushingAttempts",394
2024,"Syracuse","ACC","rushingAttemptsOpponent",389
2024,"Syracuse","ACC","rushingTDs",22
2024,"Syracuse","ACC","rushingTDsOpponent",19
2024,"Syracuse","ACC","rushingYards",1285
2024,"Syracuse","ACC","rushingYardsOpponent",1946
2024,"Syracuse","ACC","sacks",27
2024,"Syracuse","ACC","sacksOpponent",29
2024,"Syracuse","ACC","tacklesForLoss",70
2024,"Syracuse","ACC","tacklesForLossOpponent",64
2024,"Syracuse","ACC","thirdDownConversions",94
2024,"Syracuse","ACC","thirdDownConversionsOpponent",58
2024,"Syracuse","ACC","thirdDowns",191
2024,"Syracuse","ACC","thirdDownsOpponent",154
2024,"Syracuse","ACC","totalYards",6095
2024,"Syracuse","ACC","totalYardsOpponent",4901
2024,"Syracuse","ACC","turnovers",15
2024,"Syracuse","ACC","turnoversOpponent",16
2024,"TCU","Big 12","firstDowns",292
2024,"TCU","Big 12","firstDownsOpponent",263
2024,"TCU","Big 12","fourthDownConversions",18
2024,"TCU","Big 12","fourthDownConversionsOpponent",13
2024,"TCU","Big 12","fourthDowns",23
2024,"TCU","Big 12","fourthDownsOpponent",25
2024,"TCU","Big 12","fumblesLost",11
2024,"TCU","Big 12","fumblesLostOpponent",6
2024,"TCU","Big 12","fumblesRecovered",6
2024,"TCU","Big 12","fumblesRecoveredOpponent",11
2024,"TCU","Big 12","games",13
2024,"TCU","Big 12","interceptions",11
2024,"TCU","Big 12","interceptionsOpponent",10
2024,"TCU","Big 12","interceptionTDs",0
2024,"TCU","Big 12","interceptionTDsOpponent",1
2024,"TCU","Big 12","interceptionYards",49
2024,"TCU","Big 12","interceptionYardsOpponent",159
2024,"TCU","Big 12","kickReturns",19
2024,"TCU","Big 12","kickReturnsOpponent",29
2024,"TCU","Big 12","kickReturnTDs",0
2024,"TCU","Big 12","kickReturnTDsOpponent",0
2024,"TCU","Big 12","kickReturnYards",338
2024,"TCU","Big 12","kickReturnYardsOpponent",484
2024,"TCU","Big 12","netPassingYards",4068
2024,"TCU","Big 12","netPassingYardsOpponent",2407
2024,"TCU","Big 12","passAttempts",488
2024,"TCU","Big 12","passAttemptsOpponent",403
2024,"TCU","Big 12","passCompletions",326
2024,"TCU","Big 12","passCompletionsOpponent",232
2024,"TCU","Big 12","passesIntercepted",10
2024,"TCU","Big 12","passesInterceptedOpponent",11
2024,"TCU","Big 12","passingTDs",29
2024,"TCU","Big 12","passingTDsOpponent",14
2024,"TCU","Big 12","penalties",73
2024,"TCU","Big 12","penaltiesOpponent",69
2024,"TCU","Big 12","penaltyYards",691
2024,"TCU","Big 12","penaltyYardsOpponent",601
2024,"TCU","Big 12","possessionTime",22270
2024,"TCU","Big 12","possessionTimeOpponent",24530
2024,"TCU","Big 12","puntReturns",25
2024,"TCU","Big 12","puntReturnsOpponent",6
2024,"TCU","Big 12","puntReturnTDs",1
2024,"TCU","Big 12","puntReturnTDsOpponent",1
2024,"TCU","Big 12","puntReturnYards",286
2024,"TCU","Big 12","puntReturnYardsOpponent",80
2024,"TCU","Big 12","rushingAttempts",392
2024,"TCU","Big 12","rushingAttemptsOpponent",493
2024,"TCU","Big 12","rushingTDs",26
2024,"TCU","Big 12","rushingTDsOpponent",21
2024,"TCU","Big 12","rushingYards",1493
